ID,Category,Language,Collection,Genre,Pubdate,Author_Last,Author_First,Work.Title,Translation,PubHouse_Imprint,Prize_Prizewinner.,WinnerShortlist..PrizeWinner.,Author_Gender,Author_Nationality
"2014_Ward,Penelope_StepbrotherDearest_ROM.txt",Fiction ,English,,ROM,2014,Ward,Penelope,StepbrotherDearest,,,,,F,US
"2014_Wilder,Jasinda_FallingAway_ROM.txt",Fiction ,English,,ROM,2014,Wilder,Jasinda,FallingAway,,,,,F,US
"2014_Wright,Cynthia_SmugglersMoon_ROM.txt",Fiction ,English,,ROM,2014,Wright,Cynthia,SmugglersMoon,,,,,F,US
"2014_York,Zoe_LoveinaSmallTown_ROM.txt",Fiction ,English,,ROM,2014,York,Zoe,LoveinaSmallTown,,,,,F,Canada
"2014_Young,Samantha_BeforeJamaicaLane_ROM.txt",Fiction ,English,,ROM,2014,Young,Samantha,BeforeJamaicaLane,,,,,F,UK
"2014_Zanders,Abbie_DangerousSecrets_ROM.txt",Fiction ,English,,ROM,2014,Zanders,Abbie,DangerousSecrets,,,,,F,US
"2015_Alexander,Victoria_TheDaringExploitsofaRunawayHeiress_ROM.txt",Fiction ,English,,ROM,2015,Alexander,Victoria,TheDaringExploitsofaRunawayHeiress,,,,,F,US
"2015_Armentrout,JenniferL_FallWithMe_ROM.txt",Fiction ,English,,ROM,2015,Armentrout,Jennifer,FallWithMe,,,,,F,US
"2015_Ashley,Jennifer_Grant_ROM.txt",Fiction ,English,,ROM,2015,Ashley,Jennifer,Grant,,,,,F,US
"2015_Bladon,Deborah_CHANCE_ROM.txt",Fiction ,English,,ROM,2015,Bladon,Deborah,CHANCE,,,,,F,Canada
"2015_Bladon,Deborah_EMBER_ROM.txt",Fiction ,English,,ROM,2015,Bladon,Deborah,EMBER,,,,,F,Canada
"2015_Blair,EK_Echo_ROM.txt",Fiction ,English,,ROM,2015,Blair,EK,Echo,,,,,F,US
"2015_Bowen,Sarina_ShootingFortheStars_ROM.txt",Fiction ,English,,ROM,2015,Bowen,Sarina,ShootingFortheStars,,,,,F,US
"2015_Boyd,Natasha_DeepBlueEternity_ROM.txt",Fiction ,English,,ROM,2015,Boyd,Natasha,DeepBlueEternity,,,,,F,Denmark
"2015_Brent,Cora_Unruly_ROM.txt",Fiction ,English,,ROM,2015,Brent,Cora,Unruly,,,,,F,US
"2015_Callihan,Kristen_TheFriendZone_ROM.txt",Fiction ,English,,ROM,2015,Callihan,Kristen,TheFriendZone,,,,,F,US
"2015_Carmack,Cora_AllPlayedOut_ROM.txt",Fiction ,English,,ROM,2015,Carmack,Cora,AllPlayedOut,,,,,F,US
"2015_Carter,Mina_TheMistresstakesaMate_ROM.txt",Fiction ,English,,ROM,2015,Carter,Mina,TheMistresstakesaMate,,,,,F,UK
"2015_Clare,Jessica_LastKiss_ROM.txt",Fiction ,English,,ROM,2015,Clare,Jessica,LastKiss,,,,,F,US
"2015_Cole,Kresley_TheMaster_ROM.txt",Fiction ,English,,ROM,2015,Cole,Kresley,TheMaster,,,,,F,US
"2015_Cooper,JS_OneNightStand_ROM.txt",Fiction ,English,,ROM,2015,Cooper,JS,OneNightStand,,,,,F,UK
"2015_Crews,Caitlin_GreeksLastRedemption_ROM.txt",Fiction ,English,,ROM,2015,Crews,Caitlin,GreeksLastRedemption,,,,,F,US
"2015_Cross,Kaylea_CollateralDamage_ROM.txt",Fiction ,English,,ROM,2015,Cross,Kaylea,CollateralDamage,,,,,F,Canada
"2015_Crownover,Jay_Asa_ROM.txt",Fiction ,English,,ROM,2015,Crownover,Jay,Asa,,,,,F,US
"2015_Cruise,Marilyn_TheBlackChapel_ROM.txt",Fiction ,English,,ROM,2015,Cruise,Marilyn,TheBlackChapel,,,,,F,US
"2015_Douglas,Penelope_FallingAway_ROM.txt",Fiction ,English,,ROM,2015,Douglas,Penelope,FallingAway,,,,,F,US
"2015_Edwards,Nicole_Brendon_ROM.txt",Fiction ,English,,ROM,2015,Edwards,Nicole,Brendon,,,,,F,US
"2015_Edwards,Nicole_Sawyer_ROM.txt",Fiction ,English,,ROM,2015,Edwards,Nicole,Sawyer,,,,,F,US
"2015_Elliot,Kendra_Bridged_ROM.txt",Fiction ,English,,ROM,2015,Elliot,Kendra,Bridged,,,,,F,US
"2015_Elliott,Kelly_HoldingYou_ROM.txt",Fiction ,English,,ROM,2015,Elliott,Kelly,HoldingYou,,,,,F,US
"2015_Feehan,Christine_CatsLair_ROM.txt",Fiction ,English,,ROM,2015,Feehan,Christine,CatsLair,,,,,F,US
"2015_Fisher,Tarryn_Marrow_ROM.txt",Fiction ,English,,ROM,2015,Fisher,Tarryn,Marrow,,,,,F,South Africa
"2015_Foor,Jennifer_Binge_ROM.txt",Fiction ,English,,ROM,2015,Foor,Jennifer,Binge,,,,,F,US
"2015_Ford,Hannah_WhatHeFights_ROM.txt",Fiction ,English,,ROM,2015,Ford,Hannah,WhatHeFights,,,,,F,US
"2015_Frank,Ella_Trust_ROM.txt",Fiction ,English,,ROM,2015,Frank,Ella,Trust,,,,,F,US
"2015_Frost,Jeaniene_BoundByFlames_ROM.txt",Fiction ,English,,ROM,2015,Frost,Jeaniene,BoundByFlames,,,,,F,US
"2015_Glines,Abbi_WhenImGone_ROM.txt",Fiction ,English,,ROM,2015,Glines,Abbi,WhenImGone,,,,,F,US
"2015_Halle,Karina_WhereSeaMeetsSky_ROM.txt",Fiction ,English,,ROM,2015,Halle,Karina,WhereSeaMeetsSky,,,,,F,Canada
"2015_Harlow,Melanie_Floored_ROM.txt",Fiction ,English,,ROM,2015,Harlow,Melanie,Floored,,,,,F,US
"2015_Harlow,Melanie_Frenched_Series_Bundle_ROM.txt",Fiction ,English,,ROM,2015,Harlow,Melanie,Frenched,,,,,F,US
"2015_Harrison,Thea_MidnightsKiss_ROM.txt",Fiction ,English,,ROM,2015,Harrison,Thea,MidnightsKiss,,,,,F,US
"2015_Hart,Emma_DirtyPast_ROM.txt",Fiction ,English,,ROM,2015,Hart,Emma,DirtyPast,,,,,F,UK
"2015_Hawk,Chloe_StepbrotherProtects_ROM.txt",Fiction ,English,,ROM,2015,Hawk,Chloe,StepbrotherProtects,,,,,F,US
"2015_Hewitt,Kate_MarakaiosMarriage_ROM.txt",Fiction ,English,,ROM,2015,Hewitt,Kate,MarakaiosMarriage,,,,,F,US
"2015_Hunting,Helena_PUCKED_ROM.txt",Fiction ,English,,ROM,2015,Hunting,Helena,PUCKED,,,,,F,Canada
"2015_Jackson,AL_ComeToMeRecklessly_ROM.txt.txt",Fiction ,English,,ROM,2015,Jackson,AL,ComeToMeRecklessly,,,,,F,US
"2015_Jagger,Eve_Hard_ROM.txt",Fiction ,English,,ROM,2015,Jagger,Eve,Hard,,,,,F,US
"2015_James,Nicole_WOLF_ROM.txt",Fiction ,English,,ROM,2015,James,Nicole,WOLF,,,,,F,US
"2015_Jewel,Bella_TilDeath_ROM.txt",Fiction ,English,,ROM,2015,Jewel,Bella,TilDeath,,,,,F,Australia
"2015_Jewel,Bella_TilDeathVolumeTwo_ROM.txt",Fiction ,English,,ROM,2015,Jewel,Bella,TilDeathVolumeTwo,,,,,F,Australia
"2015_Kennedy,Elle_FlashFire_ROM.txt",Fiction ,English,,ROM,2015,Kennedy,Elle,FlashFire,,,,,F,Canada
"2015_Kennedy,Elle_TheDeal_ROM.txt",Fiction ,English,,ROM,2015,Kennedy,Elle,TheDeal,,,,,F,Canada
"2015_Kennedy,Elle_TheMistake_ROM.txt",Fiction ,English,,ROM,2015,Kennedy,Elle,TheMistake,,,,,F,Canada
"2015_King,CM_ICherishYourHeart_ROM.txt",Fiction ,English,,ROM,2015,King,CM,ICherishYourHeart,,,,,F,UK
"2015_Lain,Tara_KnightofOceanAvenue_ROM.txt",Fiction ,English,,ROM,2015,Lain,Tara,KnightofOceanAvenue,,,,,F,US
"2015_Leighten,M_PocketfulofSand_ROM.txt",Fiction ,English,,ROM,2015,Leighten,M,PocketfulofSand,,,,,F,US
"2015_Lewis,RJ_Carter_ROM.txt",Fiction ,English,,ROM,2015,Lewis,RJ,Carter,,,,,F,Canada
"2015_Lewis,RJ_Leah_ROM.txt",Fiction ,English,,ROM,2015,Lewis,RJ,Leah,,,,,F,Canada
"2015_Linde,KA_Diamonds_ROM.txt",Fiction ,English,,ROM,2015,Linde,KA,Diamonds,,,,,F,US
"2015_Lynn,Michelle_LoveSurfaced_ROM.txt",Fiction ,English,,ROM,2015,Lynn,Michelle,LoveSurfaced,,,,,F,US
"2015_Lynn,Sandi_HisProposedDeal_ROM.txt",Fiction ,English,,ROM,2015,Lynn,Sandi,HisProposedDeal,,,,,F,US
"2015_Lynn,Sandi_LoveLust&AMillionaire_ROM.txt",Fiction ,English,,ROM,2015,Lynn,Sandi,LoveLust&AMillionaire,,,,,F,US
"2015_Mabie,M_Sail_ROM.txt",Fiction ,English,,ROM,2015,Mabie,M,Sail,,,,,F,US
"2015_MacLean,Julianne_TheColorofJoy_ROM.txt",Fiction ,English,,ROM,2015,MacLean,Julianne,TheColorofJoy,,,,,F,Canada
"2015_Macomber,Debbie_BackonBlossomStreet_ROM.txt",Fiction ,English,,ROM,2015,Macomber,Debbie,BackonBlossomStreet,,,,,F,US
"2015_Malpas,JodiEllen_OneNightUnveiled_ROM.txt",Fiction ,English,,ROM,2015,Malpas,JodiEllen,OneNightUnveiled,,,,,F,UK
"2015_Martin,Lex_KissingMadeline_ROM.txt",Fiction ,English,,ROM,2015,Martin,Lex,KissingMadeline,,,,,F,US
"2015_Mathewson,RL_DoubleDare_ROM.txt",Fiction ,English,,ROM,2015,Mathewson,RL,DoubleDare,,,,,F,US
"2015_McLaughlin,Heidi_ChooseMe_ROM.txt",Fiction ,English,,ROM,2015,McLaughlin,Heidi,ChooseMe,,,,,F,US
"2015_Medley,Lisa_Reap&Repent_ROM.txt",Fiction ,English,,ROM,2015,Medley,Lisa,Reap&Repent,,,,,F,US
"2015_Meyer,Marie_AcrosstheDistance_ROM.txt",Fiction ,English,,ROM,2015,Meyer,Marie,AcrosstheDistance,,,,,F,US
"2015_Meyer,Tijan_CarterReed2_ROM.txt",Fiction ,English,,ROM,2015,Meyer,Tijan,CarterReed2,,,,,F,US
"2015_Michaels,Jess_TheWidowWager_ROM.txt",Fiction ,English,,ROM,2015,Michaels,Jess,TheWidowWager,,,,,F,US
"2015_Michele,Beth_FortheLoveofRaindrops_ROM.txt",Fiction ,English,,ROM,2015,Michele,Beth,FortheLoveofRaindrops,,,,,F,US
"2015_Moning,KarenMarie_Burned_ROM.txt",Fiction ,English,,ROM,2015,Moning,KarenMarie,Burned,,,,,F,US
"2015_Morey,Trish_CaptiveofKadar_ROM.txt",Fiction ,English,,ROM,2015,Morey,Trish,CaptiveofKadar,,,,,F,US
"2015_Mosteller,MistiD_TheFatRules_ROM.txt",Fiction ,English,,ROM,2015,Mosteller,MistiD,TheFatRules,,,,,F,US
"2015_Nissenson,Janet_Shattered_ROM.txt",Fiction ,English,,ROM,2015,Nissenson,Janet,Shattered,,,,,F,US
"2015_Pierce,M_AfterDark_ROM.txt",Fiction ,English,,ROM,2015,Pierce,M,AfterDark,,,,,F,US
"2015_Proby,Kristen_EasyLove_ROM.txt",Fiction ,English,,ROM,2015,Proby,Kristen,EasyLove,,,,,F,US
"2015_Reid,Stacy_SinsofaDuke_ROM.txt",Fiction ,English,,ROM,2015,Reid,Stacy,SinsofaDuke,,,,,F,US
"2015_Reilly,Cora_BoundByHatred_ROM.txt",Fiction ,English,,ROM,2015,Reilly,Cora,BoundByHatred,,,,,F,US
"2015_Reynolds,AuroraRose_UntilJuly_ROM.txt",Fiction ,English,,ROM,2015,Reynolds,AuroraRose,UntilJuly,,,,,F,US
"2015_Ritchie,Krista_FuelTheFire_ROM.txt",Fiction ,English,,ROM,2015,Ritchie,Krista,FuelTheFire,,,,,F,US
"2015_Roberts,Nora_TheLiar_ROM.txt",Fiction ,English,,ROM,2015,Roberts,Nora,TheLiar,,,,,F,US
"2015_Ryan,Kaylee_JustSayWhen_ROM.txt",Fiction ,English,,ROM,2015,Ryan,Kaylee,JustSayWhen,,,,,F,US
"2015_Ryan,Kendall_TheGentlemanMentor_ROM.txt",Fiction ,English,,ROM,2015,Ryan,Kendall,TheGentlemanMentor,,,,,F,US
"2015_Scott,Ginger_WildReckless_ROM.txt",Fiction ,English,,ROM,2015,Scott,Ginger,WildReckless,,,,,F,US
"2015_Scott,JS_NoOrdinaryBillionaire_ROM.txt",Fiction ,English,,ROM,2015,Scott,JS,NoOrdinaryBillionaire,,,,,F,US
"2015_Shea,Rebecca_BrokenbyLies_ROM.txt",Fiction ,English,,ROM,2015,Shea,Rebecca,BrokenbyLies,,,,,F,US
"2015_Silver,Jordan_TheCrush_ROM.txt",Fiction ,English,,ROM,2015,Silver,Jordan,TheCrush,,,,,F,US
"2015_Silver,Jordan_TheSoccerMomsBadBoy_ROM.txt",Fiction ,English,,ROM,2015,Silver,Jordan,TheSoccerMomsBadBoy,,,,,F,US
"2015_Sivec,Tara_WorththeTrip_ROM.txt",Fiction ,English,,ROM,2015,Sivec,Tara,WorththeTrip,,,,,F,US
"2015_Slaughter,Phoenyx_Asunder_ROM.txt",Fiction ,English,,ROM,2015,Slaughter,Phoenyx,Asunder,,,,,F,US
"2015_Smart,Michelle_TheGreeksPregnantBride_ROM.txt",Fiction ,English,,ROM,2015,Smart,Michelle,TheGreeksPregnantBride,,,,,F,US
"2015_Smeltzer,Micalea_NeverTooLate_ROM.txt",Fiction ,English,,ROM,2015,Smeltzer,Micalea,NeverTooLate,,,,,F,US
"2015_Snow,Nicole_StepbrotherCharming_ROM.txt",Fiction ,English,,ROM,2015,Snow,Nicole,StepbrotherCharming,,,,,F,US
"2015_Stephens,SC_Thoughtful_ROM.txt",Fiction ,English,,ROM,2015,Stephens,SC,Thoughtful,,,,,F,US
"2015_Sterling,J_10YearsLater_ROM.txt",Fiction ,English,,ROM,2015,Sterling,J,10YearsLater,,,,,F,US
"2015_Stoker,Susan_ProtectingCheyenne_ROM.txt",Fiction ,English,,ROM,2015,Stoker,Susan,ProtectingCheyenne,,,,,F,US
"2015_Suzanne,Ashley_Rekindle_ROM.txt",Fiction ,English,,ROM,2015,Suzanne,Ashley,Rekindle,,,,,F,US
"2015_Taiden,Milly_StripeTease_ROM.txt",Fiction ,English,,ROM,2015,Taiden,Milly,StripeTease,,,,,F,Dominican Republic
"2015_Taiden,Milly_TallDarkandPanther_ROM.txt",Fiction ,English,,ROM,2015,Taiden,Milly,TallDarkandPanther,,,,,F,Dominican Republic
"2015_TheMadTatter_Darhower,JM_ROM.txt",Fiction ,English,,ROM,2015,Darhower,JM,TheMadTatter,,,,,F,US
"2015_Tucker,KA_BecomingRain_ROM.txt",Fiction ,English,,ROM,2015,Tucker,KA,BecomingRain,,,,,F,Canada
"2015_Vale,LaniLynn_CenterMass_ROM.txt",Fiction ,English,,ROM,2015,Vale,LaniLynn,CenterMass,,,,,F,US
"2015_Wade,Ellie_ABeautifulKindofLove_ROM.txt",Fiction ,English,,ROM,2015,Wade,Ellie,ABeautifulKindofLove,,,,,F,US
"2015_Waltz,Vanessa_KnockedUpbytheBadBoy_ROM.txt",Fiction ,English,,ROM,2015,Waltz,Vanessa,KnockedUpbytheBadBoy,,,,,F,US
"2015_Ward,HM_Life_BeforeDamaged_ROM.txt",Fiction ,English,,ROM,2015,Ward,HM,LifeBeforeDamage,,,,,F,US
"2015_Wilder,L_Combust_ROM.txt",Fiction ,English,,ROM,2015,Wilder,L,Combust,,,,,F,US
"2015_Williams,WhitneyGracia_SincerelyCarter_ROM.txt",Fiction ,English,,ROM,2015,Williams,WhitneyGracia,SincerelyCarter,,,,,F,US
"2015_Winters,Pepper_ThirdDebt_ROM.txt",Fiction ,English,,ROM,2015,Winters,Pepper,ThirdDebt,,,,,F,US
"2015_Wood,Jessica_PromisetoMarry_ROM.txt",Fiction ,English,,ROM,2015,Wood,Jessica,PromisetoMarry,,,,,F,US
"2015_Wylde,Joanna_SilverBastard_ROM.txt",Fiction ,English,,ROM,2015,Wylde,Joanna,SilverBastard,,,,,F,US
"2015_Zolendz,Christine_HeresToFalling_ROM.txt",Fiction ,English,,ROM,2015,Zolendz,Christine,HeresToFalling,,,,,F,US
"2016_Bouchet,Amanda_APromiseofFire_ROM.txt",Fiction,English,,ROM,2016,Bouchet,Amanda,A Promise of Fire,,Sourcebooks Casablanca,,,F,
"2016_Lauren,Christina_Beautiful_ROM.txt",Fiction,English,,ROM,2016,Lauren,Christina,Beautiful,,Simon & Schuster,,,F,
"2016_Scott,Kylie_DirtyADiveBarNovel_ROM.txt",Fiction,English,,ROM,2016,Scott,Kylie,Dirty: A Dive Bar Novel,,St. Martin's Griffin,,,F,
"2016_Roberts,HollyS_HeatOutlawRomanticSuspense_ROM.txt",Fiction,English,,ROM,2016,Roberts,Holly S.,Heat: Outlaw Romantic Suspense,,Four Carat Press,,,F,
"2016_Hoover,Colleen_ItEndsWithUs_ROM.txt",Fiction,English,,ROM,2016,Hoover,Colleen,It Ends With Us,,Atria Books,,,F,
"2016_Eliott,Kendra_KnownABoneSecretsNovel_ROM.txt",Fiction,English,,ROM,2016,Eliott,Kendra,Known (A Bone Secrets Novel),,Montlake Romance,,,F,
"2016_McGoldrick,May_TamingtheHighlander_ROM.txt",Fiction,English,,ROM,2016,McGoldrick,May,Taming the Highlander,,Macmillan CA,,,F,
"2016_Bell,Anna_TheBucketListtoMendaBrokenHeart_ROM.txt",Fiction,English,,ROM,2016,Bell,Anna,The Bucket List to Mend a Broken Heart,,Zaffre,,,F,
"2016_Mallery,Susan_TheFriendsWeKeep_ROM.txt",Fiction,English,,ROM,2016,Mallery,Susan,The Friends We Keep,,MIRA / Harlequin,,,F,
"2016_Parr,Delia_TheMidwifesDilemma_ROM.txt",Fiction,English,,ROM,2016,Parr,Delia,The Midwife's Dilemma,,Bethany House Publishers,,,F,
"2016_Roberts,Nora_TheObsession_ROM.txt",Fiction,English,,ROM,2016,Roberts,Nora,The Obsession,,Penguin / Berkley,,,F,
"2016_Paul,Gill_TheSecretWife_ROM.txt",Fiction,English,,ROM,2016,Paul,Gill,The Secret Wife,,Harper Collins,,,F,
"2016_Mass,Sharon_TheSugarPlantersDaughter_ROM.txt",Fiction,English,,ROM,2016,Maas,Sharon,The Sugar Planter's Daughter,,Bookouture,,,F,
"2016_Rimmer,Kelly_WhenILostYou_ROM.txt",Fiction,English,,ROM,2016,Rimmer,Kelly,When I Lost You,,Bookouture,,,F,
"2016_Durano,Liz_EverythingSheEverWanted_ROM.txt",Fiction,English,,ROM,2016,Durano,Liz,Everything She Ever Wanted,,Velvet Madrid,,,F,
"2016_Sherwood,Kate_LongShadows_ROM.txt",Fiction,English,,ROM,2016,Sherwood,Kate,Long Shadows,,Riptide Publishing,,,F,
"2016_LeVeque,Kathryn_LordofWinter_ROM.txt",Fiction,English,,ROM,2016,Le Veque,Kathryn,Lord of Winter,,Dragonblade Publishing,,,F,
"2015_Cole,Courtney_VERUM_ROM.txt",Fiction ,English,,ROM_YA,2015,Cole,Courtney,VERUM,,,,,F,US
"2015_McLean,Jay_WhereTheRoadTakesMe_ROM.txt",Fiction ,English,,ROM_YA,2015,McLean,Jay,WhereTheRoadTakesMe,,,,,F,Australia
"2015_Mead,Richelle_TheRubyCircle_ROM.txt",Fiction ,English,,ROM_YA,2015,Mead,Richelle,TheRubyCircle,,,,,F,US
"2013_Beukes,Lauren_TheShiningGirls_MY.txt",Fiction ,English ,,SF,2013,Beukes,Lauren,TheShiningGirls,,,,,F,South Africa
"2016_McElwain,Julie_AMurderinTime_SF.txt",Fiction,English,,SF,2016,McElwain,Julie,A Murder in Time,,Pegasus Books,,,F,
"2016_Anders,CharlieJane_AlltheBirdsintheSky_SF.txt",Fiction,English,,SF,2016,Anders,Charlie Jane,All the Birds in the Sky,,Tor Books,,,F,
"2016_Singh,Nalini_AllegianceofHonor_SF.txt",Fiction,English,,SF,2016,Singh,Nalini,Allegiance of Honor,,Berkley,,,F,
2016_Starhawk_CityofRefuge_SF.txt,Fiction,English,,SF,2016,,Starhawk,City of Refuge,,Califia,,,F,
"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt",Fiction,English,,SF,2016,Thompson,Eric,Like Stars in Heaven,,Sanddiver Books,,,F,
"2016_Brown,Pierce_MorningStar_SF.txt",Fiction,English,,SF,2016,Brown,Pierce,Morning Star,,Del Rey,,,F,
"2016_Neuvel,Sylvain_SleepingGiants_SF.txt",Fiction,English,,SF,2016,Neuvel,Sylvain,Sleeping Giants,,Del Rey,,,F,
"2016_Zaires,Anna_TheKrinarCaptive_SF.txt",Fiction,English,,SF,2016,Zaires,Anna,The Krinar Captive,,Mozaika Publications,,,F,
"2016_Oliva,Alexandra_TheLastOne_SF.txt",Fiction,English,,SF,2016,Oliva,Alexandra,The Last One,,Ballantine Books,,,F,
"2016_Jemisin,NK_TheObeliskGate_SF.txt",Fiction,English,,SF,2016,Jemisin,N. K.,The Obelisk Gate,,Orbit,,,F,
"2016_Stewart,Glynn_AlienArcana_SF.txt",Fiction,English,,SF,2016,Stewart,Glynn,Alien Arcana,,Faolan's Pen Publishing Inc,,,F,
"2016_Bedford,Kelly_ALightintheDark_SF.txt",Fiction,English,,SF,2016,Bedford,Kellly,A Light in the Dark,,Bedford Publishing,,,F,
"2010_Atwood,Margaret_TheYearoftheFlood_SF.txt",Fiction ,English ,,SF ,2010,Atwood,Margaret,TheYearoftheFlood,,,,,F,Canada
"2010_Bujold,LoisMcMaster_Cryoburn_SF.txt",Fiction ,English ,,SF ,2010,Bujold,LoisMcMaster,Cryoburn,,,,,F,US 
"2010_Frey,JM_Triptych_SF.txt",Fiction ,English ,,SF ,2010,Frey,JM,Triptych,,,,,F,Canada
"2010_Grant,Mira_Feed_SF.txt",Fiction ,English ,,SF ,2010,Grant,Mira,Feed,,,,,F,US 
"2010_Nunez,Sigrid_SalvationCity_SF.txt",Fiction ,English ,,SF ,2010,Nunez,Sigrid,SalvationCity,,,,,F,US 
"2010_Willis,Connie_AllClear_SF.txt",Fiction ,English ,,SF ,2010,Willis,Connie,AllClear,,,,,F,US 
"2010_Willis,Connie_Blackout_SF.txt",Fiction ,English ,,SF ,2010,Willis,Connie,Blackout,,,,,F,US 
"2011_Bear,Elizabeth_Grail_SF.txt",Fiction ,English ,,SF ,2011,Bear,Elizabeth,Grail,,,,,F,US 
"2011_Frater,Rhiannon_FightingtoSurvive_SF.txt",Fiction ,English ,,SF ,2011,Frater,Rhiannon,FightingtoSurvive,,,,,F,US 
"2011_Johnson,Jean_ASoldiersDuty_SF.txt",Fiction ,English ,,SF ,2011,Johnson,Jean,ASoldiersDuty,,,,,F,US 
"2011_Jordan,Hillary_WhenSheWoke_SF.txt",Fiction ,English ,,SF ,2011,Jordan,Hillary,WhenSheWoke,,,,,F,US 
"2011_North,Anna_AmericaPacifica_SF.txt",Fiction ,English ,,SF ,2011,North,Anna,AmericaPacifica,,,,,F,US 
"2011_Sandler,Karen_Tankborn_SF.txt",Fiction ,English ,,SF ,2011,Sandler,Karen,Tankborn,,,,,F,US 
"2011_Slonczewski,Joan_TheHighestFrontier_SF.txt",Fiction ,English ,,SF ,2011,Slonczewski,Joan,TheHighestFrontier,,,,,F,US 
"2012_Ashby,Madeline_vN_SF.txt",Fiction ,English ,,SF ,2012,Ashby,Madeline,vN,,,,,F,US/Canada
"2012_Bujold,LoisMcMaster_CaptainVorpatrilsAlliance_SF.txt",Fiction ,English ,,SF ,2012,Bujold,LoisMcMaster,CaptainVorpatrilsAlliance,,,,,F,US 
"2012_Cherryh,CJ_Intruder_SF.txt",Fiction ,English ,,SF ,2012,Cherryh,CJ,Intruder,,,,,F,US 
"2012_Frankel,Laurie_GoodbyeforNow_SF.txt",Fiction ,English ,,SF ,2012,Frankel,Laurie,GoodbyeforNow,,,,,F,US 
"2012_Hurley,Kameron_Rapture_SF.txt",Fiction ,English ,,SF ,2012,Hurley,Kameron,Rapture,,,,,F,US 
"2012_Kress,Nancy_AftertheFall_SF.txt",Fiction ,English ,,SF ,2012,Kress,Nancy,AftertheFall,,,,,F,US 
"2012_Robinson,KimStanley_2312_SF.txt",Fiction ,English ,,SF ,2012,Robinson,KimStanley,2312,,,,,F,US 
"2013_Aguirre,AA_BronzeGods_SF.txt",Fiction ,English ,,SF ,2013,Aguirre,AA,BronzeGods,,,,,F,US 
"2013_Ashby,Madeline_iD_SF.txt",Fiction ,English ,,SF ,2013,Ashby,Madeline,iD,,,,,F,US/Canada
"2013_Karsak,Melanie_ChasingtheStarGarden_SF.txt",Fiction ,English ,,SF ,2013,Karsak,Melanie,ChasingtheStarGarden,,,,,F,US 
"2013_Leckie,Ann_AncillaryJustice_SF.txt",Fiction ,English ,,SF ,2013,Leckie,Ann,AncillaryJustice,,,,,F,US 
"2013_Lord,Karen_TheBestofAllPossibleWorlds_SF.txt",Fiction ,English ,,SF ,2013,Lord,Karen,TheBestofAllPossibleWorlds,,,,,F,Barbados
"2013_Robinson,KimStanley_Shaman_SF.txt",Fiction ,English ,,SF ,2013,Robinson,KimStanley,Shaman,,,,,F,US 
"2013_Schwab,VE_Vicious_SF.txt",Fiction ,English ,,SF ,2013,Schwab,VE,Vicious,,,,,F,US 
"2013_Yanagihara,Hanya_ThePeopleintheTrees_SF.txt",Fiction ,English ,,SF ,2013,Yanagihara,Hanya,ThePeopleintheTrees,,,,,F,US 
"2014_Aguirre,AA_SilverMirrors_SF.txt",Fiction ,English ,,SF ,2014,Aguirre,AA,SilverMirrors,,,,,F,US 
"2014_Johnson,Jean_Hardship_SF.txt",Fiction ,English ,,SF ,2014,Johnson,Jean,Hardship,,,,,F,US 
"2014_Karsak,Melanie_ChasingtheGreenFairy_SF.txt",Fiction ,English ,,SF ,2014,Karsak,Melanie,ChasingtheGreenFairy,,,,,F,US 
"2014_Leckie,Ann_AncillarySword_SF.txt",Fiction ,English ,,SF ,2014,Leckie,Ann,AncillarySword,,,,,F,US 
"2014_Mead,Richelle_GameboardoftheGods_SF.txt",Fiction ,English ,,SF ,2014,Mead,Richelle,GameboardoftheGods,,,,,F,US 
"2014_Monk,Devon_HouseImmortal_SF.txt",Fiction ,English ,,SF ,2014,Monk,Devon,HouseImmortal,,,,,F,US 
"2014_North,Claire_TheFirstFifteenLives_SF.txt",Fiction ,English ,,SF ,2014,North,Claire,TheFirstFifteenLives,,,,,F,UK
"2014_Wells,JenniferFoehner_Fluency_SF.txt",Fiction ,English ,,SF ,2014,Wells,JenniferFoehner,Fluency,,,,,F,US 
"2015_Cherryh,CJ_Tracker_SF.txt",Fiction ,English ,,SF ,2015,Cherryh,CJ,Tracker,,,,,F,US 
"2015_Goodwin,Emily_Contagious_SF.txt",Fiction ,English ,,SF ,2015,Goodwin,Emily,Contagious,,,,,F,US 
"2015_Logan,Kirsty_TheGracekeepers_SF.txt",Fiction ,English ,,SF ,2015,Logan,Kirsty,TheGracekeepers,,,,,F,UK
"2015_Lord,Karen_TheGalaxyGame_SF.txt",Fiction ,English ,,SF ,2015,Lord,Karen,TheGalaxyGame,,,,,F,Barbados
"2015_Womack,Gwendolyn_TheMemoryPainter_SF.txt",Fiction ,English ,,SF ,2015,Womack,Gwendolyn,TheMemoryPainter,,,,,F,US 
"2016_McGee,Katharine_TheThousandthFloor_SF.txt",Fiction,English,,SF_ROM,2016,McGee,Katharine,The Thousandth Floor,,HarperCollins,,,F,
"2010_Pfeffer,SusanBeth_ThisWorldWeLiveIn_SF.txt",Fiction ,English ,,SF_YA,2010,Pfeffer,SusanBeth,ThisWorldWeLiveIn,,,,,F,US 
"2010_Snyder,MariaV_InsideOut_SF.txt",Fiction ,English ,,SF_YA,2010,Snyder,MariaV,InsideOut,,,,,F,US 
